,屋内気温,屋内気温,屋内気温,屋内気温,屋内気温,屋内湿度,屋内湿度,屋内湿度,屋内湿度,屋内湿度,屋内CO2濃度,屋内CO2濃度,屋内CO2濃度,屋内CO2濃度,屋内CO2濃度,屋内絶対湿度,屋内絶対湿度,屋内絶対湿度,屋内絶対湿度,屋内絶対湿度,カーテン２,カーテン２,カーテン２,カーテン２,カーテン２,屋内飽差,屋内飽差,屋内飽差,屋内飽差,屋内飽差
DateTime,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0
日時,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差
2020/7/15 23:25,19.3,19.3,0,19.3,19.3,95,95,94,94.704,1,568,576,568,570.222,8,13.3,13.3,13.2,13.267,0.1,0,9,0,1,9,0.7,0.8,0.7,0.733,0.1
2020/7/15 23:30,19.3,19.3,0,19.3,19.3,94,95,94,94.704,1,570,571,568,569.778,3,13.2,13.3,13.2,13.27,0.1,9,10,0,6.778,10,0.8,0.8,0.7,0.73,0.1
2020/7/15 23:35,19.3,19.3,0,19.285,19.3,94,95,94,94.037,1,570,571,570,570.074,1,13.2,13.3,13.1,13.189,0.2,0,9,0,1,9,0.8,0.8,0.7,0.8,0.1
2020/7/15 23:40,19.3,19.3,0,19.3,19.3,95,95,94,94.741,1,571,571,568,569.852,3,13.3,13.3,13.2,13.274,0.1,9,10,0,6.857,10,0.7,0.8,0.7,0.726,0.1
2020/7/15 23:45,19.3,19.3,0,19.3,19.3,95,95,95,95,0,570,574,570,570.407,4,13.3,13.3,13.3,13.3,0,0,9,0,0.667,9,0.7,0.7,0.7,0.7,0
2020/7/15 23:50,19.3,19.3,0,18.585,19.3,95,95,95,95,0,571,571,570,570.407,1,13.3,13.3,13.3,13.3,0,9,10,0,7.111,10,0.7,0.7,0.7,0.7,0
2020/7/15 23:55,19.3,19.3,0,18.585,19.3,95,95,95,95,0,573,574,570,571.63,4,13.3,13.3,13.3,13.3,0,0,9,0,0.704,9,0.7,0.7,0.7,0.7,0
2020/7/16 0:00,19.3,19.3,0,19.3,19.3,95,95,95,95,0,571,574,570,571.333,4,13.3,13.3,13.3,13.3,0,9,10,0,7.111,10,0.7,0.7,0.7,0.7,0
2020/7/16 0:05,19.3,19.3,0,18.585,19.3,95,95,95,95,0,574,574,570,570.963,4,13.3,13.3,13.3,13.3,0,0,9,0,0.778,9,0.7,0.7,0.7,0.7,0
2020/7/16 0:10,19.3,19.3,0,19.3,19.3,95,95,95,95,0,571,574,570,571.519,4,13.3,13.3,13.3,13.3,0,9,10,0,7.037,10,0.7,0.7,0.7,0.7,0
2020/7/16 0:15,19.3,19.3,0,19.3,19.3,95,95,95,95,0,571,572,570,570.778,2,13.3,13.3,13.3,13.3,0,0,9,0,0.778,9,0.7,0.7,0.7,0.7,0
2020/7/16 0:20,19.3,19.3,0,19.3,19.3,95,95,95,95,0,574,576,570,572.37,6,13.3,13.3,13.3,13.3,0,9,10,0,7.037,10,0.7,0.7,0.7,0.7,0
2020/7/16 0:25,19.3,19.3,0,19.3,19.3,95,95,95,95,0,571,574,570,571.667,4,13.3,13.3,13.3,13.3,0,0,9,0,0.778,9,0.7,0.7,0.7,0.7,0
2020/7/16 0:30,19.3,19.3,0,19.3,19.3,95,95,95,95,0,573,574,570,571.889,4,13.3,13.3,13.3,13.3,0,9,10,0,7.037,10,0.7,0.7,0.7,0.7,0
2020/7/16 0:35,19.3,19.3,0,19.3,19.3,95,95,95,95,0,571,576,570,571.556,6,13.3,13.3,13.3,13.3,0,0,9,0,0.778,9,0.7,0.7,0.7,0.7,0
2020/7/16 0:40,19.3,19.3,0,19.3,19.3,95,95,95,95,0,574,576,570,571.889,6,13.3,13.3,13.3,13.3,0,9,10,0,7.037,10,0.7,0.7,0.7,0.7,0
2020/7/16 0:45,19.3,19.3,0,18.585,19.3,95,95,95,95,0,570,574,570,571.444,4,13.3,13.3,13.3,13.3,0,0,9,0,0.815,9,0.7,0.7,0.7,0.7,0
2020/7/16 0:50,19.3,19.3,0,18.585,19.3,95,95,95,95,0,574,576,570,572.296,6,13.3,13.3,13.3,13.3,0,9,10,0,7,10,0.7,0.7,0.7,0.7,0
2020/7/16 0:55,19.3,19.3,0,18.585,19.3,95,95,95,95,0,571,576,570,572.481,6,13.3,13.3,13.3,13.3,0,0,9,0,0.778,9,0.7,0.7,0.7,0.7,0
2020/7/16 1:00,19.3,19.3,0,19.3,19.3,95,95,95,95,0,571,576,571,572.786,5,13.3,13.3,13.3,13.3,0,8,10,0,7.037,10,0.7,0.7,0.7,0.7,0
2020/7/16 1:05,19.2,19.3,0,19.226,19.3,95,95,95,95,0,574,576,570,572.111,6,13.2,13.3,13.2,13.229,0.1,0,8,0,0.852,8,0.6,0.7,0.6,0.629,0.1
2020/7/16 1:10,19.2,19.2,0,18.489,19.2,95,95,95,95,0,574,574,571,573.333,3,13.2,13.2,13.2,13.2,0,9,10,0,6.964,10,0.6,0.6,0.6,0.6,0
2020/7/16 1:15,19.2,19.2,0,19.2,19.2,95,95,95,95,0,574,576,571,572.963,5,13.2,13.2,13.2,13.2,0,0,9,0,0.63,9,0.6,0.6,0.6,0.6,0
2020/7/16 1:20,19.2,19.2,0,19.2,19.2,95,95,95,95,0,571,576,571,572.185,5,13.2,13.2,13.2,13.2,0,8,10,0,7.222,10,0.6,0.6,0.6,0.6,0
2020/7/16 1:25,19.2,19.2,0,19.2,19.2,95,95,95,95,0,574,574,571,572.704,3,13.2,13.2,13.2,13.2,0,0,8,0,0.593,8,0.6,0.6,0.6,0.6,0
2020/7/16 1:30,19.2,19.2,0,19.2,19.2,95,95,95,95,0,571,576,570,572.556,6,13.2,13.2,13.2,13.2,0,8,10,0,7.185,10,0.6,0.6,0.6,0.6,0
2020/7/16 1:35,19.2,19.2,0,19.2,19.2,95,95,95,95,0,571,574,570,571.778,4,13.2,13.2,13.2,13.2,0,0,8,0,0.593,8,0.6,0.6,0.6,0.6,0
2020/7/16 1:40,19.2,19.2,0,19.2,19.2,95,95,95,95,0,574,577,571,574.37,6,13.2,13.2,13.2,13.2,0,8,10,0,7.185,10,0.6,0.6,0.6,0.6,0
2020/7/16 1:45,19.2,19.2,0,19.2,19.2,95,95,95,95,0,574,576,573,574.074,3,13.2,13.2,13.2,13.2,0,0,8,0,0.593,8,0.6,0.6,0.6,0.6,0
2020/7/16 1:50,19.2,19.2,0,19.2,19.2,95,95,95,95,0,574,576,572,573.852,4,13.2,13.2,13.2,13.2,0,8,10,0,7.185,10,0.6,0.6,0.6,0.6,0
2020/7/16 1:55,19.2,19.2,0,19.2,19.2,95,95,95,95,0,574,576,573,574.185,3,13.2,13.2,13.2,13.2,0,0,8,0,0.593,8,0.6,0.6,0.6,0.6,0
2020/7/16 2:00,19.3,19.3,0,19.256,19.3,95,96,95,95.222,1,574,576,570,573.704,6,13.3,13.4,13.2,13.281,0.2,8,10,0,7.259,10,0.7,0.7,0.5,0.615,0.2
2020/7/16 2:05,19.2,19.3,0,19.219,19.3,95,95,95,95,0,574,576,574,574.37,2,13.2,13.3,13.2,13.219,0.1,0,8,0,0.593,8,0.6,0.7,0.6,0.619,0.1
2020/7/16 2:10,19.2,19.2,0,19.2,19.2,95,95,95,95,0,573,576,573,574.185,3,13.2,13.2,13.2,13.2,0,8,10,0,7.185,10,0.6,0.6,0.6,0.6,0
2020/7/16 2:15,19.2,19.2,0,18.489,19.2,96,96,95,95.111,1,576,576,573,574.185,3,13.4,13.4,13.2,13.222,0.2,0,8,0,0.667,8,0.5,0.6,0.5,0.589,0.1
2020/7/16 2:20,19.2,19.2,0,19.2,19.2,96,96,96,96,0,576,576,573,574.222,3,13.4,13.4,13.4,13.4,0,8,10,0,7.148,10,0.5,0.5,0.5,0.5,0
2020/7/16 2:25,19.2,19.2,0,18.489,19.2,96,96,95,95.741,1,576,579,574,575.148,5,13.4,13.4,13.2,13.348,0.2,0,8,0,0.667,8,0.5,0.6,0.5,0.526,0.1
2020/7/16 2:30,19.2,19.2,0,18.489,19.2,96,96,95,95.963,1,574,579,573,574.815,6,13.4,13.4,13.2,13.4,0.2,8,10,0,7.111,10,0.5,0.6,0.5,0.5,0.1
2020/7/16 2:35,19.3,19.3,0,18.522,19.3,96,96,95,95.815,1,574,576,574,574.444,2,13.4,13.4,13.2,13.348,0.2,0,8,0,0.667,8,0.5,0.6,0.5,0.526,0.1
2020/7/16 2:40,19.3,19.3,0,19.3,19.3,96,96,96,96,0,574,581,574,575.333,7,13.4,13.4,13.4,13.4,0,8,10,0,7.148,10,0.5,0.5,0.5,0.5,0
2020/7/16 2:45,19.3,19.3,0,19.3,19.3,96,96,96,96,0,576,577,574,575,3,13.4,13.4,13.4,13.4,0,0,8,0,0.667,8,0.5,0.5,0.5,0.5,0
2020/7/16 2:50,19.3,19.3,0,19.3,19.3,96,96,96,96,0,576,576,574,574.889,2,13.4,13.4,13.4,13.4,0,8,10,0,7.111,10,0.5,0.5,0.5,0.5,0
2020/7/16 2:55,19.3,19.3,0,19.3,19.3,96,96,96,96,0,576,576,574,574.593,2,13.4,13.4,13.4,13.4,0,0,8,0,0.667,8,0.5,0.5,0.5,0.5,0
2020/7/16 3:00,19.3,19.3,0,19.3,19.3,96,96,96,96,0,576,576,574,575.111,2,13.4,13.4,13.4,13.4,0,8,10,0,7.148,10,0.5,0.5,0.5,0.5,0
2020/7/16 3:05,19.3,19.3,0,19.3,19.3,96,96,96,96,0,574,581,574,576,7,13.4,13.4,13.4,13.4,0,0,8,0,0.667,8,0.5,0.5,0.5,0.5,0
2020/7/16 3:10,19.4,19.4,0,18.619,19.4,96,96,96,96,0,574,579,574,575.333,5,13.5,13.5,13.4,13.43,0.1,8,10,0,7.111,10,0.5,0.5,0.5,0.5,0
2020/7/16 3:15,19.4,19.4,0,19.4,19.4,96,96,96,96,0,577,579,574,575.963,5,13.5,13.5,13.5,13.5,0,0,8,0,0.704,8,0.5,0.5,0.5,0.5,0
2020/7/16 3:20,19.4,19.4,0,19.4,19.4,96,96,96,96,0,576,581,574,577.148,7,13.5,13.5,13.5,13.5,0,8,10,0,7.074,10,0.5,0.5,0.5,0.5,0
2020/7/16 3:25,19.4,19.4,0,19.4,19.4,96,96,96,96,0,579,581,574,577.963,7,13.5,13.5,13.5,13.5,0,0,8,0,0.741,8,0.5,0.5,0.5,0.5,0
2020/7/16 3:30,19.4,19.5,0,19.411,19.5,96,96,96,96,0,577,581,574,578.296,7,13.5,13.6,13.5,13.515,0.1,8,10,0,7.074,10,0.5,0.5,0.5,0.5,0
2020/7/16 3:35,19.4,19.4,0,19.4,19.4,96,96,96,96,0,579,581,574,578,7,13.5,13.5,13.5,13.5,0,0,8,0,0.704,8,0.5,0.5,0.5,0.5,0
2020/7/16 3:40,19.5,19.5,0,19.463,19.5,96,96,96,96,0,579,581,578,578.889,3,13.6,13.6,13.5,13.563,0.1,8,10,0,7.074,10,0.5,0.5,0.5,0.5,0
2020/7/16 3:45,19.5,19.5,0,19.5,19.5,96,96,96,96,0,578,582,578,578.963,4,13.6,13.6,13.6,13.6,0,0,8,0,0.704,8,0.5,0.5,0.5,0.5,0
2020/7/16 3:50,19.5,19.5,0,19.5,19.5,96,96,96,96,0,579,581,577,578.407,4,13.6,13.6,13.6,13.6,0,7,10,0,7.074,10,0.5,0.5,0.5,0.5,0
2020/7/16 3:55,19.5,19.5,0,19.5,19.5,96,96,96,96,0,578,581,577,578.481,4,13.6,13.6,13.6,13.6,0,0,7,0,0.704,7,0.5,0.5,0.5,0.5,0
2020/7/16 4:00,19.5,19.5,0,19.5,19.5,96,96,96,96,0,579,581,578,579,3,13.6,13.6,13.6,13.6,0,7,10,0,7.111,10,0.5,0.5,0.5,0.5,0
2020/7/16 4:05,19.5,19.5,0,19.43,19.5,96,96,96,96,0,578,581,578,579,3,13.6,13.6,13.5,13.533,0.1,0,7,0,0.679,7,0.5,0.5,0.5,0.5,0
2020/7/16 4:10,19.5,19.5,0,18.778,19.5,96,96,96,96,0,579,581,577,578.704,4,13.6,13.6,13.6,13.6,0,7,10,0,7.333,10,0.5,0.5,0.5,0.5,0
2020/7/16 4:15,19.5,19.5,0,18.778,19.5,96,96,96,96,0,579,581,579,579.148,2,13.6,13.6,13.6,13.6,0,0,7,0,0.519,7,0.5,0.5,0.5,0.5,0
2020/7/16 4:20,19.5,19.5,0,19.5,19.5,96,96,96,96,0,579,581,579,579.148,2,13.6,13.6,13.6,13.6,0,7,10,0,7.296,10,0.5,0.5,0.5,0.5,0
2020/7/16 4:25,19.5,19.5,0,19.5,19.5,96,96,96,96,0,579,582,579,579.63,3,13.6,13.6,13.6,13.6,0,0,7,0,0.519,7,0.5,0.5,0.5,0.5,0
2020/7/16 4:30,19.5,19.5,0,19.5,19.5,96,96,96,96,0,581,581,579,579.37,2,13.6,13.6,13.6,13.6,0,7,10,0,7.296,10,0.5,0.5,0.5,0.5,0
2020/7/16 4:35,19.5,19.5,0,19.5,19.5,96,96,96,96,0,579,582,579,579.778,3,13.6,13.6,13.6,13.6,0,0,7,0,0.519,7,0.5,0.5,0.5,0.5,0
2020/7/16 4:40,19.5,19.5,0,19.5,19.5,96,96,96,96,0,579,582,579,579.444,3,13.6,13.6,13.6,13.6,0,7,10,0,7.259,10,0.5,0.5,0.5,0.5,0
2020/7/16 4:45,19.5,19.5,0,19.5,19.5,96,96,96,96,0,581,581,579,579.593,2,13.6,13.6,13.6,13.6,0,0,7,0,0.556,7,0.5,0.5,0.5,0.5,0
2020/7/16 4:50,19.5,19.5,0,19.5,19.5,96,96,96,96,0,579,581,579,580.111,2,13.6,13.6,13.6,13.6,0,7,10,0,7.259,10,0.5,0.5,0.5,0.5,0
2020/7/16 4:55,19.6,19.6,0,19.589,19.6,96,96,96,96,0,579,582,579,579.889,3,13.7,13.7,13.6,13.689,0.1,0,7,0,0.556,7,0.5,0.5,0.5,0.5,0
2020/7/16 5:00,19.6,19.6,0,19.6,19.6,96,96,96,96,0,581,582,578,579.148,4,13.7,13.7,13.7,13.7,0,7,10,0,7.259,10,0.5,0.5,0.5,0.5,0
2020/7/16 5:05,19.7,19.7,0,19.625,19.7,96,96,96,96,0,579,583,579,580.444,4,13.8,13.8,13.7,13.726,0.1,0,7,0,0.556,7,0.5,0.5,0.5,0.5,0
2020/7/16 5:10,19.7,19.7,0,18.97,19.7,96,96,96,96,0,581,582,579,580.214,3,13.8,13.8,13.8,13.8,0,7,10,0,7.185,10,0.5,0.5,0.5,0.5,0
2020/7/16 5:15,19.8,19.8,0,19.77,19.8,96,96,96,96,0,579,582,579,580,3,13.9,13.9,13.8,13.87,0.1,0,7,0,0.593,7,0.5,0.5,0.5,0.5,0
2020/7/16 5:20,19.9,19.9,0,19.819,19.9,96,96,96,96,0,581,584,579,580.815,5,14,14,13.9,13.915,0.1,7,10,0,7.222,10,0.5,0.5,0.5,0.5,0
2020/7/16 5:25,20,20,0,19.167,20,96,96,96,96,0,579,582,579,580.333,3,14.1,14.1,14,14.004,0.1,0,7,0,0.593,7,0.5,0.5,0.5,0.5,0
2020/7/16 5:30,20.1,20.1,0,20.019,20.1,96,96,96,96,0,579,585,579,580.333,6,14.1,14.1,14.1,14.1,0,7,10,0,7.185,10,0.5,0.5,0.5,0.5,0
2020/7/16 5:35,20.2,20.2,0,20.119,20.2,96,96,96,96,0,581,582,579,580.667,3,14.2,14.2,14.1,14.115,0.1,0,7,0,0.593,7,0.5,0.5,0.5,0.5,0
2020/7/16 5:40,20.3,20.3,0,20.219,20.3,96,96,96,96,0,581,581,579,580.185,2,14.3,14.3,14.2,14.215,0.1,7,10,0,7.222,10,0.5,0.5,0.5,0.5,0
2020/7/16 5:45,20.3,20.3,0,20.3,20.3,96,96,96,96,0,583,583,579,580.16,4,14.3,14.3,14.3,14.3,0,0,7,0,0.615,7,0.5,0.5,0.5,0.5,0
2020/7/16 5:50,20.4,20.4,0,20.393,20.4,96,96,96,96,0,579,583,578,579.852,5,14.4,14.4,14.3,14.393,0.1,9,10,0,6.889,10,0.6,0.6,0.5,0.593,0.1
2020/7/16 5:55,20.6,20.6,0,20.533,20.6,95,96,95,95,1,579,581,577,578.852,4,14.4,14.4,14.3,14.396,0.1,0,9,0,0.963,9,0.7,0.7,0.6,0.696,0.1
2020/7/16 6:00,20.7,20.7,0,20.663,20.7,95,95,95,95,0,579,581,578,579.185,3,14.5,14.5,14.4,14.459,0.1,10,10,0,6.889,10,0.7,0.7,0.7,0.7,0
2020/7/16 6:05,20.9,20.9,0,20.044,20.9,95,95,95,95,0,579,581,578,579.143,3,14.7,14.7,14.5,14.615,0.2,10,10,10,10,0,0.7,0.7,0.7,0.7,0
2020/7/16 6:10,21,21,0,20.196,21,94,95,94,94.778,1,582,582,577,578.815,5,14.7,14.8,14.7,14.752,0.1,10,10,10,10,0,0.9,0.9,0.7,0.737,0.2
2020/7/16 6:15,21,21.1,0,21.037,21.1,92,94,92,93.074,2,574,582,574,576.259,8,14.4,14.8,14.4,14.578,0.4,10,10,10,10,0,1.2,1.2,0.9,1.007,0.3
2020/7/16 6:20,20.8,21,0,20.9,21,90,92,90,91.148,2,571,576,571,574,5,13.9,14.4,13.9,14.137,0.5,10,10,10,10,0,1.5,1.5,1.2,1.352,0.3
2020/7/16 6:25,20.6,20.8,0,20.722,20.8,89,90,89,89.593,1,570,572,570,570.815,2,13.5,13.9,13.5,13.744,0.4,10,10,10,10,0,1.6,1.6,1.5,1.541,0.1
2020/7/16 6:30,20.9,20.9,0,20.715,20.9,89,90,89,89.37,1,565,571,565,569.481,6,13.8,13.8,13.5,13.689,0.3,10,10,10,10,0,1.7,1.7,1.5,1.593,0.2
2020/7/16 6:35,21.1,21.1,0,21.004,21.1,88,89,88,88.333,1,565,570,565,566,5,13.8,13.9,13.7,13.763,0.2,10,10,10,10,0,1.8,1.8,1.7,1.767,0.1
2020/7/16 6:40,21.5,21.5,0,21.27,21.5,87,88,87,87,1,565,566,565,565.259,1,14,14,13.7,13.774,0.3,58,58,10,33.444,48,2.1,2.1,1.8,1.996,0.3
2020/7/16 6:45,21.4,21.6,0,21.522,21.6,83,87,83,85.259,4,566,566,563,564.963,3,13.3,14.1,13.3,13.741,0.8,100,100,58,81.111,42,2.7,2.7,2.1,2.333,0.6
2020/7/16 6:50,21.4,21.4,0,21.4,21.4,83,84,82,83.556,2,565,566,562,564.185,4,13.3,13.4,13.1,13.352,0.3,100,100,100,100,0,2.7,2.8,2.5,2.596,0.3
2020/7/16 6:55,21.5,21.5,0,21.452,21.5,83,83,82,82.926,1,562,566,561,563.778,5,13.4,13.4,13.2,13.315,0.2,100,100,100,100,0,2.7,2.9,2.7,2.737,0.2
2020/7/16 7:00,21.7,21.7,0,21.619,21.7,82,83,82,82.074,1,561,566,561,563.444,5,13.4,13.5,13.2,13.341,0.3,100,100,100,100,0,2.9,2.9,2.7,2.87,0.2
2020/7/16 7:05,21.9,21.9,0,21.733,21.9,81,82,81,81.852,1,561,565,560,561.667,5,13.4,13.5,13.2,13.393,0.3,100,100,100,100,0,3.1,3.1,2.9,2.937,0.2
2020/7/16 7:10,21.9,21.9,0,21.9,21.9,80,81,80,80.704,1,566,566,561,562.111,5,13.2,13.4,13.2,13.35,0.2,100,100,100,100,0,3.3,3.3,3.1,3.15,0.2
2020/7/16 7:15,22,22,0,21.989,22,79,80,78,79.407,2,565,566,562,564.667,4,13.1,13.3,13,13.181,0.3,100,100,100,100,0,3.5,3.6,3.3,3.407,0.3
2020/7/16 7:20,22.1,22.1,0,22.056,22.1,78,79,78,78.63,1,565,566,561,562.741,5,13,13.2,13,13.085,0.2,100,100,100,100,0,3.6,3.6,3.5,3.541,0.1
2020/7/16 7:25,22.5,22.5,0,22.281,22.5,77,78,77,77.519,1,561,566,560,562.111,6,13.2,13.4,13,13.119,0.4,100,100,100,100,0,3.9,3.9,3.6,3.77,0.3
2020/7/16 7:30,22.8,22.8,0,22.637,22.8,76,77,75,76.074,2,561,565,560,561.148,5,13.3,13.3,12.9,13.156,0.4,100,100,100,100,0,4.2,4.3,3.9,4.1,0.4
2020/7/16 7:35,23,23,0,22.881,23,74,76,74,74.333,2,561,566,560,561.889,6,13.1,13.3,12.9,13.041,0.4,100,100,100,100,0,4.6,4.6,4.2,4.456,0.4
2020/7/16 7:40,23.3,23.3,0,23.196,23.3,73,74,73,73.222,1,561,566,560,561.63,6,13.2,13.3,13,13.141,0.3,100,100,100,100,0,4.8,4.8,4.6,4.759,0.2
2020/7/16 7:45,23.3,23.3,0,23.3,23.3,72,73,72,72.296,1,561,565,560,561.926,5,13,13.2,13,13.044,0.2,100,100,100,100,0,5,5,4.8,4.956,0.2
2020/7/16 7:50,23.5,23.5,0,23.422,23.5,71,72,71,71.852,1,560,566,560,563.667,6,13,13.1,13,13.063,0.1,100,100,100,100,0,5.3,5.3,5,5.074,0.3
2020/7/16 7:55,23.9,23.9,0,23.626,23.9,71,71,71,71,0,562,562,560,560.593,2,13.3,13.3,13,13.07,0.3,100,100,100,100,0,5.4,5.4,5.3,5.326,0.1
2020/7/16 8:00,24.1,24.1,0,23.974,24.1,69,71,69,69.963,2,560,566,560,562.185,6,13.1,13.3,13,13.156,0.3,100,100,100,100,0,5.8,5.8,5.4,5.622,0.4
2020/7/16 8:05,24.2,24.2,0,24.167,24.2,68,70,68,68.889,2,561,565,560,560.889,5,13,13.3,13,13.148,0.3,100,100,100,100,0,6.1,6.1,5.7,5.9,0.4
2020/7/16 8:10,24.3,24.3,0,24.232,24.3,69,69,68,68.821,1,565,566,560,563.037,6,13.2,13.2,13,13.163,0.2,100,100,100,100,0,5.9,6.1,5.9,5.937,0.2
2020/7/16 8:15,24.5,24.5,0,23.463,24.5,68,69,68,68.148,1,562,566,562,564,4,13.2,13.2,13,13.096,0.2,100,100,100,100,0,6.2,6.2,5.9,6.063,0.3
2020/7/16 8:20,24.8,24.8,0,24.637,24.8,66,68,66,67,2,565,566,560,561.963,6,13.1,13.3,13,13.141,0.3,100,100,100,100,0,6.7,6.7,6.2,6.43,0.5
2020/7/16 8:25,24.6,24.8,0,24.737,24.8,67,67,66,66.296,1,563,566,562,564.111,4,13.1,13.2,13,13.093,0.2,100,100,100,100,0,6.4,6.7,6.4,6.633,0.3
2020/7/16 8:30,24.1,24.6,0,24.341,24.6,68,69,67,67.556,2,566,566,563,564.556,3,12.9,13.2,12.8,12.985,0.4,100,100,100,100,0,6,6.4,5.9,6.204,0.5
2020/7/16 8:35,23.8,24.1,0,23.893,24.1,70,70,68,69.148,2,566,567,565,565.333,2,13,13,12.7,12.919,0.3,100,100,100,100,0,5.5,6,5.5,5.744,0.5
2020/7/16 8:40,23.7,23.8,0,23.785,23.8,70,70,69,69.852,1,565,568,565,565.815,3,12.9,13,12.8,12.959,0.2,100,100,100,100,0,5.5,5.7,5.5,5.53,0.2
2020/7/16 8:45,23.6,23.7,0,23.693,23.7,70,70,69,69.704,1,565,568,565,565.778,3,12.9,12.9,12.7,12.841,0.2,100,100,100,100,0,5.5,5.7,5.5,5.559,0.2
2020/7/16 8:50,24,24,0,23.793,24,69,70,69,69.259,1,565,566,565,565.259,1,13,13,12.7,12.844,0.3,100,100,100,100,0,5.8,5.8,5.5,5.67,0.3
2020/7/16 8:55,24.1,24.1,0,24.044,24.1,68,69,68,68.593,1,565,567,563,564.778,4,12.9,13.1,12.9,12.967,0.2,100,100,100,100,0,6,6,5.8,5.874,0.2
2020/7/16 9:00,24.2,24.2,0,24.196,24.2,68,68,67,68,1,565,566,560,562.963,6,13,13,12.8,12.985,0.2,100,100,100,100,0,6.1,6.3,6,6.1,0.3
2020/7/16 9:05,24.3,24.3,0,24.296,24.3,68,68,67,67.37,1,566,566,562,564.519,4,13,13,12.8,12.879,0.2,100,100,100,100,0,6.1,6.3,6.1,6.221,0.2
2020/7/16 9:10,24.2,24.3,0,24.23,24.3,68,68,68,68,0,565,566,563,564.741,3,13,13,13,13,0,100,100,100,100,0,6.1,6.1,6.1,6.1,0
2020/7/16 9:15,24.1,24.2,0,24.137,24.2,69,69,68,68.852,1,566,566,563,565.037,3,13.1,13.2,13,13.107,0.2,100,100,100,100,0,5.8,6.1,5.8,5.867,0.3
2020/7/16 9:20,24,24.1,0,24.059,24.1,68,69,68,68.741,1,565,570,565,566.074,5,12.8,13.1,12.8,13,0.3,100,100,100,100,0,6,6,5.8,5.859,0.2
2020/7/16 9:25,24,24,0,24,24,68,69,68,68.222,1,566,566,561,564.296,5,12.8,13,12.8,12.844,0.2,100,100,100,100,0,6,6,5.8,5.956,0.2
2020/7/16 9:30,24.1,24.1,0,24.048,24.1,68,69,68,68.37,1,565,566,565,565.296,1,12.9,13.1,12.8,12.933,0.3,100,100,100,100,0,6,6,5.8,5.919,0.2
2020/7/16 9:35,24.1,24.1,0,24.067,24.1,68,68,68,68,0,566,566,565,565.222,1,12.9,12.9,12.8,12.863,0.1,100,100,100,100,0,6,6,6,6,0
2020/7/16 9:40,24.9,24.9,0,24.5,24.9,65,68,65,66.667,3,566,566,563,565.074,3,12.9,13.1,12.8,12.952,0.3,100,100,100,100,0,6.9,6.9,6,6.459,0.9
2020/7/16 9:45,25.3,25.3,0,24.196,25.3,63,65,63,64.37,2,565,566,560,562.333,6,12.9,13.2,12.8,12.996,0.4,100,100,100,100,0,7.5,7.5,6.9,7.167,0.6
2020/7/16 9:50,25.6,25.6,0,25.433,25.6,63,64,63,63.037,1,561,566,560,562.778,6,13.1,13.2,12.8,12.981,0.4,100,100,100,100,0,7.7,7.7,7.4,7.596,0.3
2020/7/16 9:55,25.7,25.7,0,25.637,25.7,63,63,63,63,0,565,566,561,563,5,13.2,13.2,13,13.137,0.2,100,100,100,100,0,7.7,7.7,7.6,7.7,0.1
2020/7/16 10:00,26,26,0,25.811,26,62,63,62,62.778,1,562,565,560,563.481,5,13.2,13.3,13,13.244,0.3,100,100,100,100,0,8.1,8.1,7.7,7.833,0.4
2020/7/16 10:05,26.5,26.5,0,26.219,26.5,60,62,60,61.074,2,565,566,560,562.296,6,13.2,13.4,13,13.207,0.4,100,100,100,100,0,8.8,8.8,8.1,8.378,0.7
2020/7/16 10:10,26.7,26.7,0,26.625,26.7,59,61,59,59.357,2,561,565,560,562.286,5,13.1,13.4,13,13.13,0.4,100,100,100,100,0,9.1,9.1,8.5,8.956,0.6
2020/7/16 10:15,26.6,26.7,0,26.604,26.7,59,60,59,59.704,1,566,566,560,562.074,6,13,13.3,13,13.204,0.3,100,100,100,100,0,9,9.1,8.8,8.87,0.3
2020/7/16 10:20,26.3,26.6,0,26.322,26.6,60,61,59,60.259,2,565,566,562,563.741,4,13,13.2,12.9,13.044,0.3,100,100,100,100,0,8.7,9,8.4,8.678,0.6
