,屋内気温,屋内気温,屋内気温,屋内気温,屋内気温,屋内湿度,屋内湿度,屋内湿度,屋内湿度,屋内湿度,屋内CO2濃度,屋内CO2濃度,屋内CO2濃度,屋内CO2濃度,屋内CO2濃度,屋内絶対湿度,屋内絶対湿度,屋内絶対湿度,屋内絶対湿度,屋内絶対湿度,カーテン２,カーテン２,カーテン２,カーテン２,カーテン２,屋内飽差,屋内飽差,屋内飽差,屋内飽差,屋内飽差
DateTime,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0
日時,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差
2020/7/16 10:25,26.5,26.5,0,26.422,26.5,59,61,59,59.852,2,562,566,562,564.259,4,13,13.3,13,13.093,0.3,100,100,100,100,0,9,9,8.5,8.763,0.5
2020/7/16 10:30,26.6,26.6,0,26.533,26.6,58,60,58,58.852,2,565,566,562,564.926,4,12.8,13.2,12.7,12.978,0.5,100,100,100,100,0,9.3,9.3,8.8,9.033,0.5
2020/7/16 10:35,26.9,26.9,0,26.693,26.9,58,58,58,58,0,565,566,565,565.074,1,13.1,13.1,12.8,12.885,0.3,100,100,100,100,0,9.4,9.4,9.3,9.322,0.1
2020/7/16 10:40,27.3,27.3,0,27.159,27.3,56,58,56,57,2,561,566,560,563.407,6,12.9,13.2,12.9,13.063,0.3,100,100,100,100,0,10.1,10.1,9.4,9.767,0.7
2020/7/16 10:45,27.6,27.6,0,27.433,27.6,56,57,56,56.148,1,565,566,561,564.519,5,13.1,13.4,12.9,13.041,0.5,100,100,100,100,0,10.3,10.3,10,10.185,0.3
2020/7/16 10:50,28.2,28.2,0,27.811,28.2,55,56,55,55.778,1,565,566,560,564.111,6,13.4,13.4,13.1,13.243,0.3,100,100,100,100,0,10.9,10.9,10.3,10.511,0.6
2020/7/16 10:55,28.3,28.4,0,28.315,28.4,55,55,54,54.333,1,565,566,560,561.852,6,13.5,13.5,13.1,13.307,0.4,100,100,100,100,0,11,11.3,10.9,11.2,0.4
2020/7/16 11:00,28.4,28.5,0,28.463,28.5,54,55,54,54.259,1,561,565,560,561.778,5,13.3,13.6,13.3,13.411,0.3,100,100,100,100,0,11.3,11.4,11,11.319,0.4
2020/7/16 11:05,28.4,28.4,0,28.333,28.4,54,55,54,54.704,1,565,566,561,564.074,5,13.3,13.6,13.1,13.426,0.5,100,100,100,100,0,11.3,11.3,10.9,11.081,0.4
2020/7/16 11:10,27.8,28.4,0,28.015,28.4,55,55,54,54.148,1,565,566,565,565.259,1,13.1,13.3,12.8,13.033,0.5,100,100,100,100,0,10.7,11.3,10.6,11.03,0.7
2020/7/16 11:15,27.7,28,0,27.889,28,55,56,55,55.37,1,567,567,565,565.296,2,13,13.5,13,13.259,0.5,100,100,100,100,0,10.6,10.8,10.4,10.674,0.4
2020/7/16 11:20,27.5,27.7,0,26.6,27.7,56,56,55,55.852,1,567,571,565,567.889,6,13.1,13.2,13,13.115,0.2,100,100,100,100,0,10.3,10.6,10.3,10.359,0.3
2020/7/16 11:25,27.5,27.5,0,27.448,27.5,57,57,56,56.556,1,566,571,565,567.444,6,13.3,13.3,13,13.17,0.3,100,100,100,100,0,10,10.3,10,10.104,0.3
2020/7/16 11:30,27.6,27.6,0,27.563,27.6,56,57,56,56.519,1,570,571,565,567.889,6,13.1,13.4,13.1,13.219,0.3,100,100,100,100,0,10.3,10.3,10,10.159,0.3
2020/7/16 11:35,27.6,27.7,0,27.656,27.7,56,56,56,56,0,565,570,565,566.481,5,13.1,13.2,13.1,13.152,0.1,100,100,100,100,0,10.3,10.4,10.3,10.352,0.1
2020/7/16 11:40,27.7,27.7,0,27.678,27.7,55,56,55,55.37,1,566,567,565,565.296,2,13,13.2,13,13.052,0.2,100,100,100,100,0,10.6,10.6,10.3,10.504,0.3
2020/7/16 11:45,28,28,0,27.681,28,56,56,55,55.593,1,565,566,565,565.185,1,13.5,13.5,12.8,13.115,0.7,100,100,100,100,0,10.6,10.6,10.3,10.474,0.3
2020/7/16 11:50,28.1,28.2,0,28.056,28.2,55,56,55,55.259,1,565,566,565,565.037,1,13.3,13.6,13.2,13.344,0.4,100,100,100,100,0,10.9,10.9,10.6,10.793,0.3
2020/7/16 11:55,28.4,28.4,0,28.189,28.4,55,55,55,55,0,565,570,561,565.037,9,13.6,13.6,13.3,13.396,0.3,100,100,100,100,0,11.1,11.1,10.9,10.944,0.2
2020/7/16 12:00,28.4,28.4,0,28.4,28.4,55,55,54,54.889,1,560,566,560,564.111,6,13.6,13.6,13.3,13.556,0.3,100,100,100,100,0,11.1,11.3,11.1,11.13,0.2
2020/7/16 12:05,28.4,28.4,0,28.333,28.4,55,55,55,55,0,566,566,560,564.37,6,13.6,13.6,13.4,13.537,0.2,100,100,100,100,0,11.1,11.1,10.9,11.037,0.2
2020/7/16 12:10,28.5,28.5,0,28.459,28.5,54,55,54,54.296,1,565,566,565,565.148,1,13.4,13.6,13.3,13.448,0.3,100,100,100,100,0,11.4,11.4,11.1,11.3,0.3
2020/7/16 12:15,28.6,28.6,0,28.539,28.6,53,54,53,53.536,1,567,567,565,565.148,2,13.2,13.5,13.1,13.307,0.4,100,100,100,100,0,11.7,11.7,11.3,11.53,0.4
2020/7/16 12:20,28.9,29,0,28.789,29,53,53,52,52.889,1,565,567,565,565.179,2,13.5,13.5,13.2,13.352,0.3,100,100,100,100,0,11.9,12.3,11.7,11.867,0.6
2020/7/16 12:25,29,29,0,28.967,29,53,53,52,52.111,1,562,566,560,563.704,6,13.5,13.5,13.2,13.307,0.3,100,100,100,100,0,12,12.3,11.9,12.219,0.4
2020/7/16 12:30,29.2,29.2,0,29.089,29.2,52,53,52,52.519,1,565,566,562,564.63,4,13.4,13.7,13.4,13.474,0.3,100,100,100,100,0,12.4,12.4,12,12.178,0.4
2020/7/16 12:35,29.1,29.3,0,29.196,29.3,52,52,52,52,0,565,566,565,565.111,1,13.4,13.5,13.4,13.422,0.1,100,100,100,100,0,12.3,12.5,12.3,12.396,0.2
2020/7/16 12:40,29.3,29.4,0,29.307,29.4,52,52,52,52,0,565,566,560,564.481,6,13.5,13.6,13.4,13.504,0.2,100,100,100,100,0,12.5,12.6,12.3,12.5,0.3
2020/7/16 12:45,29.2,29.3,0,29.23,29.3,52,53,52,52.185,1,565,566,565,565.074,1,13.4,13.7,13.4,13.5,0.3,100,100,100,100,0,12.4,12.5,12.1,12.367,0.4
2020/7/16 12:50,29.4,29.4,0,29.237,29.4,52,53,52,52.37,1,567,567,565,565.333,2,13.6,13.7,13.4,13.556,0.3,100,100,100,100,0,12.6,12.6,12.1,12.322,0.5
2020/7/16 12:55,29.3,29.4,0,29.37,29.4,51,52,51,51.815,1,565,567,565,565.222,2,13.3,13.6,13.3,13.533,0.3,100,100,100,100,0,12.7,12.8,12.5,12.596,0.3
2020/7/16 13:00,29.5,29.5,0,29.415,29.5,51,51,51,51,0,565,566,565,565.222,1,13.4,13.4,13.3,13.326,0.1,100,100,100,100,0,12.9,12.9,12.7,12.811,0.2
2020/7/16 13:05,29.4,29.7,0,29.53,29.7,51,51,51,51,0,565,567,565,565.63,2,13.3,13.6,13.3,13.426,0.3,100,100,100,100,0,12.8,13.1,12.8,12.926,0.3
2020/7/16 13:10,29.7,29.7,0,29.496,29.7,51,51,51,51,0,565,566,565,565.222,1,13.6,13.6,13.3,13.374,0.3,100,100,100,100,0,13.1,13.1,12.8,12.874,0.3
2020/7/16 13:15,29.6,29.8,0,29.616,29.8,51,51,51,51,0,566,567,565,565.32,2,13.5,13.7,13.4,13.519,0.3,100,100,100,100,0,13,13.1,12.9,13.015,0.2
2020/7/16 13:20,29.7,29.7,0,29.654,29.7,52,52,51,51.036,1,565,568,565,565.679,3,13.9,13.9,13.5,13.563,0.4,100,100,100,100,0,12.8,13.1,12.7,13.063,0.4
2020/7/16 13:25,29.5,29.7,0,29.57,29.7,52,52,51,51.963,1,566,567,565,565.222,2,13.7,13.9,13.4,13.77,0.5,100,100,100,100,0,12.6,13,12.6,12.693,0.4
2020/7/16 13:30,29.4,29.5,0,28.304,29.5,52,53,52,52.407,1,565,566,565,565.333,1,13.6,13.9,13.5,13.733,0.4,100,100,100,100,0,12.6,12.6,12.2,12.441,0.4
2020/7/16 13:35,29.2,29.4,0,28.233,29.4,53,53,52,52.778,1,566,568,565,565.593,3,13.7,13.9,13.5,13.756,0.4,100,100,100,100,0,12.1,12.6,12.1,12.311,0.5
2020/7/16 13:40,29.1,29.4,0,28.204,29.4,53,54,53,53.074,1,565,570,563,565.815,7,13.6,14,13.6,13.807,0.4,100,100,100,100,0,12.1,12.3,12,12.193,0.3
2020/7/16 13:45,29.1,29.1,0,29.059,29.1,54,54,53,53.926,1,565,566,565,565.519,1,13.9,13.9,13.6,13.833,0.3,100,100,100,100,0,11.8,12.1,11.7,11.778,0.4
2020/7/16 13:50,28.6,29.2,0,28.996,29.2,55,55,53,53.63,2,570,570,565,565.741,5,13.7,14,13.4,13.715,0.6,100,100,100,100,0,11.2,12.1,11.2,11.83,0.9
2020/7/16 13:55,28.5,28.6,0,28.541,28.6,56,56,55,55.667,1,566,571,565,567.148,6,13.9,14,13.6,13.833,0.4,100,100,100,100,0,10.9,11.2,10.9,11.019,0.3
2020/7/16 14:00,28.1,28.5,0,28.248,28.5,56,56,56,56,0,570,571,565,568.815,6,13.6,13.9,13.6,13.681,0.3,100,100,100,100,0,10.6,10.9,10.6,10.741,0.3
2020/7/16 14:05,28.1,28.1,0,28.07,28.1,57,57,56,56.815,1,566,571,566,569.63,5,13.8,13.8,13.5,13.722,0.3,100,100,100,100,0,10.4,10.6,10.3,10.422,0.3
2020/7/16 14:10,28.2,28.3,0,28.141,28.3,56,57,56,56.407,1,566,571,566,567.593,5,13.6,13.9,13.5,13.729,0.4,100,100,100,100,0,10.7,10.8,10.4,10.546,0.4
2020/7/16 14:15,28.4,28.5,0,28.381,28.5,55,56,55,55.481,1,565,571,565,565.778,6,13.6,13.8,13.6,13.678,0.2,100,100,100,100,0,11.1,11.1,10.7,10.956,0.4
2020/7/16 14:20,28.6,28.6,0,28.441,28.6,55,55,55,55,0,565,568,565,565.296,3,13.7,13.7,13.6,13.615,0.1,100,100,100,100,0,11.2,11.2,11.1,11.115,0.1
2020/7/16 14:25,28.8,28.8,0,27.659,28.8,54,55,54,54.704,1,565,567,565,565.185,2,13.6,13.9,13.6,13.737,0.3,100,100,100,100,0,11.6,11.6,11.2,11.385,0.4
2020/7/16 14:30,28.9,28.9,0,27.785,28.9,53,54,53,53.815,1,565,566,565,565.037,1,13.5,13.7,13.5,13.619,0.2,100,100,100,100,0,11.9,11.9,11.6,11.693,0.3
2020/7/16 14:35,28.8,28.9,0,28.896,28.9,54,54,53,53.37,1,565,566,563,564.963,3,13.6,13.7,13.5,13.57,0.2,100,100,100,100,0,11.6,11.9,11.6,11.822,0.3
2020/7/16 14:40,28.4,28.8,0,28.667,28.8,55,56,54,54.296,2,565,566,565,565.111,1,13.6,13.8,13.4,13.585,0.4,100,100,100,100,0,11.1,11.6,10.8,11.426,0.8
2020/7/16 14:45,28.1,28.4,0,28.341,28.4,56,56,55,55.778,1,566,570,565,565.889,5,13.6,13.8,13.6,13.704,0.2,100,100,100,100,0,10.6,11.1,10.6,10.833,0.5
2020/7/16 14:50,28.1,28.2,0,28.148,28.2,57,57,56,56.778,1,567,570,566,567.259,4,13.8,13.9,13.5,13.789,0.4,100,100,100,100,0,10.4,10.7,10.4,10.47,0.3
2020/7/16 14:55,27.9,28.2,0,28.067,28.2,57,58,57,57.111,1,566,570,565,566.815,5,13.6,14,13.6,13.8,0.4,100,100,100,100,0,10.3,10.5,10.1,10.341,0.4
2020/7/16 15:00,27.9,28,0,27.922,28,58,58,57,57.815,1,570,571,565,566.926,6,13.9,14,13.6,13.885,0.4,100,100,100,100,0,10,10.3,10,10.07,0.3
2020/7/16 15:05,27.7,28,0,27.859,28,58,59,58,58.037,1,565,570,565,565.778,5,13.7,14.1,13.7,13.893,0.4,100,100,100,100,0,9.9,10.1,9.8,9.948,0.3
2020/7/16 15:10,27.2,27.7,0,27.448,27.7,60,60,58,58.963,2,566,570,565,566.556,5,13.8,13.9,13.5,13.744,0.4,100,100,100,100,0,9.2,9.9,9.2,9.507,0.7
2020/7/16 15:15,27,27.2,0,27.093,27.2,61,61,60,60.286,1,570,572,566,568.148,6,13.8,13.9,13.6,13.748,0.3,100,100,100,100,0,8.8,9.2,8.8,9.044,0.4
2020/7/16 15:20,26.8,27,0,26.919,27,62,62,61,61.111,1,567,570,566,568.643,4,13.9,13.9,13.6,13.748,0.3,100,100,100,100,0,8.5,8.8,8.5,8.774,0.3
2020/7/16 15:25,26.6,26.8,0,25.756,26.8,62,62,61,61.407,1,570,571,567,569.704,4,13.7,13.9,13.5,13.715,0.4,100,100,100,100,0,8.4,8.7,8.4,8.574,0.3
2020/7/16 15:30,26.5,26.6,0,26.585,26.6,62,62,62,62,0,568,571,568,569.481,3,13.6,13.7,13.6,13.685,0.1,100,100,100,100,0,8.3,8.4,8.3,8.385,0.1
2020/7/16 15:35,26.5,26.5,0,26.5,26.5,62,62,61,61.963,1,570,570,565,566.667,5,13.6,13.6,13.4,13.593,0.2,100,100,100,100,0,8.3,8.5,8.3,8.307,0.2
2020/7/16 15:40,26.4,26.5,0,26.341,26.5,62,62,61,61.963,1,566,570,565,568.63,5,13.5,13.6,13.3,13.5,0.3,60,100,60,83.778,40,8.3,8.5,8.2,8.241,0.3
2020/7/16 15:45,26.2,26.4,0,26.378,26.4,62,62,62,62,0,566,571,565,566.63,6,13.4,13.5,13.4,13.496,0.1,12,60,12,36.556,48,8.2,8.3,8.2,8.281,0.1
2020/7/16 15:50,26,26.2,0,26.141,26.2,63,64,62,62.889,2,570,571,565,568.667,6,13.4,13.6,13.4,13.522,0.2,10,12,10,10.074,2,7.9,8.2,7.6,7.989,0.6
2020/7/16 15:55,25.6,26,0,25.77,26,64,64,63,64,1,566,570,565,567.37,5,13.3,13.5,13.3,13.437,0.2,10,10,10,10,0,7.5,7.9,7.5,7.559,0.4
2020/7/16 16:00,25.3,25.7,0,25.47,25.7,65,65,64,64.926,1,570,572,565,568.259,7,13.3,13.5,13.3,13.367,0.2,10,10,10,10,0,7.1,7.5,7.1,7.241,0.4
2020/7/16 16:05,25.1,25.3,0,25.174,25.3,67,67,65,66.074,2,570,571,570,570.037,1,13.5,13.6,13.2,13.396,0.4,10,10,10,10,0,6.6,7.1,6.6,6.856,0.5
2020/7/16 16:10,24.9,25.1,0,24.981,25.1,67,67,67,67,0,570,571,568,569.704,3,13.3,13.5,13.3,13.4,0.2,10,10,10,10,0,6.5,6.6,6.5,6.574,0.1
2020/7/16 16:15,24.7,24.9,0,24.744,24.9,68,68,67,68,1,570,571,570,570.148,1,13.4,13.5,13.3,13.439,0.2,10,10,10,10,0,6.3,6.5,6.3,6.307,0.2
2020/7/16 16:20,24.6,24.7,0,24.674,24.7,68,69,68,68.185,1,566,571,565,567.296,6,13.3,13.6,13.3,13.407,0.3,10,10,10,10,0,6.2,6.3,6.1,6.233,0.2
2020/7/16 16:25,24.5,24.6,0,24.519,24.6,69,69,68,68.741,1,570,571,565,567.889,6,13.4,13.4,13.2,13.363,0.2,10,10,10,10,0,6,6.2,6,6.052,0.2
2020/7/16 16:30,24.3,24.5,0,23.507,24.5,69,69,68,68.741,1,568,570,565,568.222,5,13.2,13.4,13,13.263,0.4,10,10,10,10,0,5.9,6.1,5.9,6.011,0.2
2020/7/16 16:35,24.2,24.3,0,23.356,24.3,69,69,69,69,0,570,571,565,567.741,6,13.2,13.2,13.2,13.2,0,10,10,10,10,0,5.9,5.9,5.9,5.9,0
2020/7/16 16:40,24.1,24.2,0,23.252,24.2,69,69,68,68.926,1,570,570,565,567.222,5,13.1,13.2,12.9,13.133,0.3,10,10,10,10,0,5.8,6,5.8,5.863,0.2
2020/7/16 16:45,24,24.1,0,23.133,24.1,69,69,69,69,0,567,570,565,567.407,5,13,13.1,13,13.022,0.1,10,10,10,10,0,5.8,5.8,5.8,5.8,0
2020/7/16 16:50,24,24,0,24,24,69,69,69,69,0,565,571,565,567.222,6,13,13,13,13,0,10,10,10,10,0,5.8,5.8,5.8,5.8,0
2020/7/16 16:55,23.9,24,0,23.922,24,69,69,69,69,0,566,570,565,565.815,5,12.9,13,12.9,12.922,0.1,10,10,10,10,0,5.8,5.8,5.8,5.8,0
2020/7/16 17:00,23.8,23.9,0,23.889,23.9,70,70,69,69.815,1,566,570,565,566.444,5,13,13.1,12.9,13.052,0.2,10,10,10,10,0,5.5,5.8,5.5,5.626,0.3
2020/7/16 17:05,23.7,23.8,0,23.756,23.8,71,71,70,70.037,1,566,566,565,565.741,1,13.1,13.1,12.9,12.963,0.2,10,10,10,10,0,5.3,5.5,5.3,5.493,0.2
2020/7/16 17:10,23.6,23.7,0,23.693,23.7,71,71,71,71,0,571,571,565,567.593,6,13,13.1,13,13.093,0.1,10,10,10,10,0,5.3,5.3,5.3,5.3,0
2020/7/16 17:15,23.5,23.6,0,23.556,23.6,72,72,71,72,1,570,571,565,569.222,6,13.1,13.2,13,13.156,0.2,10,10,10,10,0,5.1,5.3,5.1,5.1,0.2
2020/7/16 17:20,23.3,23.5,0,22.541,23.5,73,73,72,72.037,1,566,570,565,566.296,5,13.2,13.3,13,13.093,0.3,10,10,10,10,0,4.8,5.1,4.8,5.011,0.3
2020/7/16 17:25,23.1,23.3,0,23.215,23.3,73,73,73,73,0,566,570,566,567.741,4,13,13.2,13,13.115,0.2,10,10,10,10,0,4.8,4.8,4.8,4.8,0
2020/7/16 17:30,23,23.1,0,23.029,23.1,74,74,73,73.5,1,566,570,565,566.852,5,13.1,13.1,12.9,13.026,0.2,10,10,10,10,0,4.6,4.8,4.6,4.681,0.2
2020/7/16 17:35,22.9,23,0,22.904,23,74,74,74,74,0,566,568,565,565.889,3,13,13.1,13,13.004,0.1,10,10,10,10,0,4.5,4.6,4.5,4.504,0.1
2020/7/16 17:40,22.7,22.9,0,22.785,22.9,75,75,74,74.815,1,566,570,565,566.815,5,13,13.2,12.9,13.044,0.3,10,10,10,10,0,4.3,4.5,4.3,4.352,0.2
2020/7/16 17:45,22.6,22.7,0,22.641,22.7,76,76,75,75.741,1,567,570,565,567.148,5,13.1,13.2,13,13.085,0.2,10,10,10,10,0,4.1,4.3,4.1,4.159,0.2
2020/7/16 17:50,22.5,22.6,0,22.556,22.6,77,77,76,76.481,1,566,570,566,567.667,4,13.2,13.3,13.1,13.156,0.2,10,10,10,10,0,3.9,4.1,3.9,4.004,0.2
2020/7/16 17:55,22.4,22.5,0,22.453,22.5,78,78,77,77.167,1,567,570,565,567.054,5,13.3,13.3,13.1,13.183,0.2,10,10,10,10,0,3.7,3.9,3.7,3.872,0.2
2020/7/16 18:00,22.3,22.4,0,21.44,22.4,78,78,78,78,0,566,570,565,566.32,5,13.2,13.3,13.2,13.235,0.1,10,10,10,10,0,3.7,3.7,3.7,3.7,0
2020/7/16 18:05,22.1,22.3,0,22.215,22.3,78,78,78,78,0,570,571,565,566.741,6,13,13.2,13,13.107,0.2,10,10,10,10,0,3.6,3.7,3.6,3.685,0.1
2020/7/16 18:10,22.1,22.1,0,22.1,22.1,78,78,78,78,0,570,570,565,567.381,5,13,13,13,13,0,10,10,10,10,0,3.6,3.6,3.6,3.6,0
2020/7/16 18:15,21.9,22.1,0,21.973,22.1,78,79,78,78,1,565,570,565,565.808,5,12.9,13.1,12.9,12.988,0.2,10,10,10,10,0,3.6,3.6,3.4,3.584,0.2
2020/7/16 18:20,21.8,21.9,0,21.856,21.9,79,79,78,78.407,1,566,570,565,565.963,5,13,13,12.8,12.911,0.2,10,10,10,10,0,3.4,3.6,3.4,3.521,0.2
2020/7/16 18:25,21.7,21.8,0,20.963,21.8,79,79,78,78.704,1,566,571,565,566.037,6,12.9,13,12.7,12.922,0.3,10,10,10,10,0,3.4,3.6,3.4,3.433,0.2
2020/7/16 18:30,21.7,21.7,0,21.7,21.7,79,79,78,78.963,1,565,571,565,566.519,6,12.9,12.9,12.7,12.893,0.2,10,10,10,10,0,3.4,3.5,3.4,3.404,0.1
2020/7/16 18:35,21.6,21.7,0,21.607,21.7,80,80,79,79.111,1,570,571,565,567.778,6,13,13,12.8,12.819,0.2,10,10,10,10,0,3.2,3.4,3.2,3.385,0.2
2020/7/16 18:40,21.6,21.6,0,21.6,21.6,80,80,79,79.926,1,566,571,565,566.519,6,13,13,12.8,12.993,0.2,10,10,10,10,0,3.2,3.4,3.2,3.207,0.2
2020/7/16 18:45,21.4,21.6,0,20.767,21.6,80,80,80,80,0,565,570,565,566.741,5,12.8,13,12.8,12.967,0.2,10,10,10,10,0,3.2,3.2,3.2,3.2,0
2020/7/16 18:50,21.4,21.4,0,20.607,21.4,80,80,80,80,0,565,571,565,567.185,6,12.8,12.8,12.8,12.8,0,10,10,10,10,0,3.2,3.2,3.2,3.2,0
2020/7/16 18:55,21.3,21.4,0,21.356,21.4,80,81,80,80.148,1,566,571,565,566.407,6,12.7,13,12.7,12.77,0.3,10,10,10,10,0,3.1,3.2,3,3.141,0.2
2020/7/16 19:00,21.2,21.3,0,20.496,21.3,80,81,80,80.259,1,570,571,565,567.963,6,12.6,12.9,12.6,12.767,0.3,10,10,10,10,0,3.1,3.1,3,3.059,0.1
2020/7/16 19:05,21.2,21.2,0,20.415,21.2,81,81,80,80.963,1,566,571,565,567.815,6,12.8,12.8,12.6,12.8,0.2,10,10,10,10,0,3,3.1,3,3,0.1
2020/7/16 19:10,21.2,21.2,0,21.2,21.2,81,81,81,81,0,570,570,565,566.593,5,12.8,12.8,12.8,12.8,0,10,10,10,10,0,3,3,3,3,0
2020/7/16 19:15,21.1,21.2,0,20.415,21.2,81,81,81,81,0,565,571,565,566.222,6,12.7,12.8,12.7,12.796,0.1,10,10,10,10,0,2.9,3,2.9,2.996,0.1
2020/7/16 19:20,21.1,21.1,0,21.1,21.1,81,81,81,81,0,566,571,565,566.074,6,12.7,12.7,12.7,12.7,0,10,10,10,10,0,2.9,2.9,2.9,2.9,0
2020/7/16 19:25,21,21.1,0,21.078,21.1,82,82,81,81.037,1,566,570,565,565.889,5,12.8,12.9,12.6,12.681,0.3,10,10,10,10,0,2.8,2.9,2.8,2.896,0.1
2020/7/16 19:30,21,21,0,21,21,82,82,81,81.679,1,566,570,565,566.556,5,12.8,12.8,12.6,12.733,0.2,10,10,10,10,0,2.8,2.9,2.8,2.833,0.1
2020/7/16 19:35,21,21,0,20.993,21,82,82,81,81.889,1,565,570,565,565.63,5,12.8,12.8,12.6,12.774,0.2,10,10,10,10,0,2.8,2.9,2.8,2.807,0.1
2020/7/16 19:40,20.9,21,0,20.944,21,82,82,81,82,1,565,570,565,567.444,5,12.7,12.8,12.6,12.748,0.2,10,10,10,10,0,2.8,2.9,2.8,2.8,0.1
2020/7/16 19:45,20.9,20.9,0,20.9,20.9,82,82,82,82,0,570,570,565,566.259,5,12.7,12.7,12.7,12.7,0,10,10,10,10,0,2.8,2.8,2.8,2.8,0
2020/7/16 19:50,20.8,20.9,0,20.044,20.9,83,83,82,82.185,1,568,571,565,567.593,6,12.8,12.8,12.6,12.637,0.2,10,10,10,10,0,2.6,2.8,2.6,2.704,0.2
2020/7/16 19:55,20.8,20.8,0,20.03,20.8,83,83,82,83,1,565,571,565,567.214,6,12.8,12.8,12.6,12.778,0.2,10,10,10,10,0,2.6,2.7,2.6,2.611,0.1
2020/7/16 20:00,20.7,20.8,0,19.941,20.8,83,83,82,83,1,566,566,565,565.407,1,12.7,12.8,12.5,12.707,0.3,10,10,10,10,0,2.6,2.7,2.6,2.6,0.1
2020/7/16 20:05,20.7,20.7,0,19.922,20.7,83,83,83,83,0,566,571,565,567.296,6,12.7,12.7,12.6,12.685,0.1,10,10,10,10,0,2.6,2.6,2.5,2.585,0.1
2020/7/16 20:10,20.6,20.7,0,20.611,20.7,84,84,83,83.111,1,570,570,565,566.481,5,12.8,12.8,12.6,12.626,0.2,10,10,10,10,0,2.4,2.6,2.4,2.504,0.2
2020/7/16 20:15,20.6,20.6,0,20.6,20.6,83,84,83,83.815,1,566,570,550,562.222,20,12.6,12.8,12.6,12.763,0.2,10,10,10,10,0,2.5,2.5,2.4,2.419,0.1
2020/7/16 20:20,20.5,20.6,0,20.537,20.6,84,84,83,83.741,1,566,570,565,566.852,5,12.7,12.8,12.5,12.681,0.3,10,10,10,10,0,2.4,2.5,2.4,2.43,0.1
2020/7/16 20:25,20.5,20.5,0,19.741,20.5,85,85,84,84.333,1,566,570,565,566.333,5,12.8,12.8,12.7,12.732,0.1,10,10,10,10,0,2.2,2.4,2.2,2.336,0.2
2020/7/16 20:30,20.4,20.5,0,20.43,20.5,85,85,84,84.889,1,570,570,565,566.074,5,12.8,12.8,12.7,12.789,0.1,10,10,10,10,0,2.2,2.4,2.2,2.222,0.2
2020/7/16 20:35,20.4,20.4,0,20.4,20.4,85,85,85,85,0,570,571,565,567.111,6,12.8,12.8,12.8,12.8,0,10,10,10,10,0,2.2,2.2,2.2,2.2,0
2020/7/16 20:40,20.4,20.4,0,20.4,20.4,85,85,85,85,0,568,571,567,569.04,4,12.8,12.8,12.8,12.8,0,10,10,10,10,0,2.2,2.2,2.2,2.2,0
2020/7/16 20:45,20.3,20.4,0,20.311,20.4,85,86,85,85.037,1,570,570,565,566.852,5,12.7,12.8,12.7,12.715,0.1,10,10,10,10,0,2.2,2.2,2,2.2,0.2
2020/7/16 20:50,20.3,20.3,0,20.3,20.3,85,86,85,85,1,565,570,565,567.286,5,12.7,12.8,12.7,12.7,0.1,10,10,10,10,0,2.2,2.2,2,2.2,0.2
2020/7/16 20:55,20.2,20.3,0,20.285,20.3,86,86,85,85.889,1,570,570,565,566.074,5,12.7,12.8,12.7,12.774,0.1,10,10,10,10,0,2,2.2,2,2.03,0.2
2020/7/16 21:00,20.2,20.2,0,20.2,20.2,86,86,86,86,0,566,571,565,567.111,6,12.7,12.7,12.7,12.7,0,10,10,10,10,0,2,2,2,2,0
2020/7/16 21:05,20.1,20.2,0,20.126,20.2,86,86,86,86,0,565,570,565,566.037,5,12.7,12.7,12.7,12.7,0,10,10,10,10,0,2,2,2,2,0
2020/7/16 21:10,20,20.1,0,20.07,20.1,86,86,86,86,0,570,571,565,566.741,6,12.6,12.7,12.6,12.674,0.1,10,10,10,10,0,2,2,2,2,0
2020/7/16 21:15,20,20,0,20,20,87,87,86,86.926,1,566,570,565,565.963,5,12.7,12.7,12.6,12.689,0.1,10,10,10,10,0,1.9,2,1.9,1.911,0.1
2020/7/16 21:20,20,20,0,19.989,20,87,87,87,87,0,566,571,565,566.407,6,12.7,12.7,12.7,12.7,0,10,10,10,10,0,1.9,1.9,1.8,1.889,0.1
